AFUA_1G16560	AFUB_015910
AFUA_1G01390	AFUB_079400
AFUA_1G15790	AFUB_015320
AFUA_6G09640	AFUB_075690
AFUA_5G04430	AFUB_052990
AFUA_3G05740	AFUB_043280
AFUA_7G01880	AFUB_088450
AFUA_7G07000	AFUB_092550
AFUA_5G08310	AFUB_055860
AFUA_4G09180	AFUB_066280
AFUA_4G03100	AFUB_100030
AFUA_6G00550	AFUB_096950
AFUA_6G13170	AFUB_001590
AFUA_1G05280	AFUB_005630
AFUA_4G14480	AFUB_071720
AFUA_8G04900	AFUB_082590
AFUA_3G09630	AFUB_039540
AFUA_1G10580	AFUB_010000
AFUA_6G00555	AFUB_096940
AFUA_7G05770	AFUB_091340
AFUA_1G09160	AFUB_008580
AFUA_5G13620	AFUB_061320
AFUA_3G00530	AFUB_047920
AFUA_3G13150	AFUB_036050
AFUA_2G08300	AFUB_024270
AFUA_6G04440	AFUB_093850
AFUA_8G01890	AFUB_084720
AFUA_2G05280	AFUB_022310
AFUA_2G13600	AFUB_029240
AFUA_1G01850	AFUB_002240
AFUA_6G08320	AFUB_074280
AFUA_5G09190	AFUB_056730
AFUA_8G05770	AFUB_081780
AFUA_5G03110	AFUB_051620
AFUA_7G00560	AFUB_087150
AFUA_5G01870	AFUB_050400
AFUA_5G14490	AFUB_079780, AFUB_062170
AFUA_4G09640	AFUB_066750
AFUA_2G10590	AFUB_026370
AFUA_2G09170	AFUB_025050
AFUA_1G05740	AFUB_006120
AFUA_6G13630	AFUB_001120
AFUA_4G13160	AFUB_070050
AFUA_4G00540	AFUB_000010, AFUB_102350, AFUB_101090
AFUA_2G14470	AFUB_030090
AFUA_6G09190	AFUB_075170
AFUA_3G08310	AFUB_040790
AFUA_6G03110	AFUB_095180
AFUA_1G09620	AFUB_009070
AFUA_1G05745	AFUB_006130
AFUA_5G05760	AFUB_053310
AFUA_8G00560	AFUB_086010
AFUA_3G13610	AFUB_035580
AFUA_5G12302	AFUB_059910
AFUA_2G01860	AFUB_018940
AFUA_1G13140	AFUB_012620
AFUA_6G04900	AFUB_093390
AFUA_4G04430	AFUB_098580
AFUA_2G05740	AFUB_022770
AFUA_6G01880	AFUB_096460
AFUA_1G00530	AFUB_097960
AFUA_1G14930	AFUB_014470
AFUA_6G07000	AFUB_072925
AFUA_5G09650	AFUB_057200
AFUA_8G04450	AFUB_083090
AFUA_6G12300	AFUB_078300
AFUA_1G04410	AFUB_004750
AFUA_1G17030	AFUB_016420
AFUA_5G13170	AFUB_060880
AFUA_5G00550	AFUB_049020
AFUA_5G14950	AFUB_079060
AFUA_4G08320	AFUB_065430
AFUA_2G09630	AFUB_025490
AFUA_7G04900	AFUB_090450
AFUA_4G13620	AFUB_070540
AFUA_2G14930	AFUB_030580
AFUA_2G13150	AFUB_028780
AFUA_2G00530	AFUB_017590
AFUA_6G09650	AFUB_075700
AFUA_3G01872	AFUB_046550
AFUA_5G04440	AFUB_053000
AFUA_7G01890	AFUB_088460
AFUA_1G13600	AFUB_013090
AFUA_7G07010	AFUB_095060
AFUA_5G08320	AFUB_055870
AFUA_4G09190	AFUB_066290
AFUA_4G03110	AFUB_100020
AFUA_2G17040	AFUB_032700
AFUA_2G04420	AFUB_021450
AFUA_6G00560	AFUB_096930
AFUA_1G05290	AFUB_005640
AFUA_6G13180	AFUB_001580
AFUA_4G14490	AFUB_071740
AFUA_3G09640	AFUB_039530
AFUA_8G04910	AFUB_082580
AFUA_1G10590	AFUB_010010
AFUA_7G05780	AFUB_091350
AFUA_1G09170	AFUB_008590
AFUA_5G13630	AFUB_061340
AFUA_3G13160	AFUB_036040
AFUA_3G14940	AFUB_034300
AFUA_3G00540	AFUB_047900
AFUA_7G05785	AFUB_091360
AFUA_6G04450	AFUB_093840
AFUA_2G05290	AFUB_022320
AFUA_2G13610	AFUB_029250
AFUA_8G07020	AFUB_080780
AFUA_1G14480	AFUB_014010
AFUA_1G01860	AFUB_002250
AFUA_6G08330	AFUB_074290
AFUA_8G05780	AFUB_081770
AFUA_5G03120	AFUB_051630
AFUA_2G13615	AFUB_029260
AFUA_7G00570	AFUB_087160
AFUA_5G01880	AFUB_050410
AFUA_5G07000	AFUB_054560
AFUA_4G09650	AFUB_066760
AFUA_7G04450	AFUB_089990
AFUA_2G09180	AFUB_025060
AFUA_2G17500	AFUB_033190
AFUA_2G03100	AFUB_020160
AFUA_6G13640	AFUB_001110
AFUA_1G05750	AFUB_071520, AFUB_097900, AFUB_006140
AFUA_4G13170	AFUB_070060
AFUA_4G00550	AFUB_101100
AFUA_2G14480	AFUB_030100
AFUA_3G08320	AFUB_040780
AFUA_6G03120	AFUB_095170
AFUA_1G09630	AFUB_009080
AFUA_5G05770	AFUB_053320
AFUA_8G00570	AFUB_086000
AFUA_5G12310	AFUB_059920
AFUA_3G13620	AFUB_035570
AFUA_1G13150	AFUB_012630
AFUA_2G01870	AFUB_018960
AFUA_7G08340	AFUB_068800
AFUA_6G04910	AFUB_093380
AFUA_4G04440	AFUB_098570
AFUA_2G05750	AFUB_022780
AFUA_1G00540	AFUB_083500
AFUA_1G14940	AFUB_014480
AFUA_6G07010	AFUB_072930
AFUA_5G09660	AFUB_057210
AFUA_8G04460	AFUB_083080
AFUA_3G09190	AFUB_039950
AFUA_6G12310	AFUB_078310
AFUA_1G04420	AFUB_004760
AFUA_1G14945	AFUB_014490
AFUA_1G17040	AFUB_016430
AFUA_5G14960	AFUB_079070
AFUA_5G13180	AFUB_060890
AFUA_5G00560	AFUB_049030
AFUA_3G14490	AFUB_034740
AFUA_4G08330	AFUB_065440
AFUA_2G09640	AFUB_025500
AFUA_7G04910	AFUB_090460
AFUA_4G13630	AFUB_070550
AFUA_3G01880	AFUB_046540
AFUA_2G14940	AFUB_030590
AFUA_2G13160	AFUB_028790
AFUA_2G00540	AFUB_017600
AFUA_6G09660	AFUB_075710
AFUA_3G07000	AFUB_042060
AFUA_3G05760	AFUB_043270
AFUA_3G12300	AFUB_036860
AFUA_1G13610	AFUB_013100
AFUA_5G08330	AFUB_055890
AFUA_4G03120	AFUB_100010
AFUA_2G17050	AFUB_032710
AFUA_2G04430	AFUB_021460
AFUA_6G00570	AFUB_096920
AFUA_6G13190	AFUB_001570
AFUA_4G07000	AFUB_064080
AFUA_8G04920	AFUB_082570
AFUA_3G09650	AFUB_039520
AFUA_7G05790	AFUB_091370
AFUA_1G09180	AFUB_008600
AFUA_1G03100	AFUB_003510
AFUA_5G13640	AFUB_061350
AFUA_3G00550	AFUB_047890
AFUA_3G13170	AFUB_036030
AFUA_3G14950	AFUB_034280
AFUA_2G08320	AFUB_024280
AFUA_6G04460	AFUB_093830
AFUA_4G12310	AFUB_069270
AFUA_2G13620	AFUB_029270
AFUA_1G01870	AFUB_002260
AFUA_8G07030	AFUB_080770
AFUA_1G14490	AFUB_014020
AFUA_6G08340	AFUB_074300
AFUA_8G05790	AFUB_081760
AFUA_5G03130	AFUB_051640
AFUA_7G00580	AFUB_087170
AFUA_5G01890	AFUB_050420
AFUA_5G07010	AFUB_054570
AFUA_4G09660	AFUB_066770
AFUA_7G04460	AFUB_090000
AFUA_2G09190	AFUB_025070
AFUA_2G03110	AFUB_020170
AFUA_1G05760	AFUB_006150
AFUA_6G13650	AFUB_001100
AFUA_4G00560	AFUB_101110
AFUA_4G13180	AFUB_070070
AFUA_2G14490	AFUB_030110
AFUA_2G00090	AFUB_092830
AFUA_3G08330	AFUB_040770
AFUA_6G03130	AFUB_095160
AFUA_1G09640	AFUB_009090
AFUA_5G05780	AFUB_053330
AFUA_8G00580	AFUB_085990
AFUA_5G12320	AFUB_059930
AFUA_3G13630	AFUB_035560
AFUA_2G01880	AFUB_018970
AFUA_2G14497	AFUB_000090, AFUB_048350
AFUA_1G13160	AFUB_012640
AFUA_7G08350	AFUB_079180
AFUA_6G04920	AFUB_093370
AFUA_5G12325	AFUB_059940
AFUA_4G04450	AFUB_098560
AFUA_2G05760	AFUB_022790
AFUA_2G12300	AFUB_027960
AFUA_1G00550	AFUB_097910, AFUB_097980
AFUA_1G14950	AFUB_014510
AFUA_6G08800	AFUB_074760
AFUA_6G07020	AFUB_072940
AFUA_5G09670	AFUB_057220
AFUA_8G04470	AFUB_083070
AFUA_6G12320	AFUB_078320
AFUA_1G17050	AFUB_016440
AFUA_1G04430	AFUB_004770
AFUA_5G13190	AFUB_060900
AFUA_5G00570	AFUB_049040
AFUA_5G14970	AFUB_079080
AFUA_4G08340	AFUB_065450
AFUA_7G04920	AFUB_090480
AFUA_2G09650	AFUB_025510
AFUA_4G13640	AFUB_070560
AFUA_2G14950	AFUB_030600
AFUA_2G13170	AFUB_028800
AFUA_2G00550	AFUB_017620
AFUA_3G01890	AFUB_046530
AFUA_6G09670	AFUB_075720
AFUA_3G07010	AFUB_042050
AFUA_3G05770	AFUB_043260
AFUA_2G13175	AFUB_028810
AFUA_3G12310	AFUB_036850
AFUA_3G07015	AFUB_042040
AFUA_1G13620	AFUB_013110
AFUA_4G03130	AFUB_100000
AFUA_2G17060	AFUB_032720
AFUA_2G04440	AFUB_021470
AFUA_6G00580	AFUB_096910
AFUA_4G07010	AFUB_064090, AFUB_000130
AFUA_3G09660	AFUB_039510
AFUA_1G09190	AFUB_008610
AFUA_6G11000	AFUB_077030
AFUA_1G03110	AFUB_003520
AFUA_5G13650	AFUB_061360
AFUA_3G00560	AFUB_047880
AFUA_3G13180	AFUB_036020
AFUA_3G14960	AFUB_034270
AFUA_4G08800	AFUB_065900
AFUA_6G04470	AFUB_093820
AFUA_4G12320	AFUB_069280
AFUA_2G13630	AFUB_029280
AFUA_8G07040	AFUB_080760
AFUA_6G08350	AFUB_074310
AFUA_1G07000	AFUB_007370
AFUA_5G03140	AFUB_051650
AFUA_7G00590	AFUB_087180
AFUA_1G12300	AFUB_011770
AFUA_5G08800	AFUB_056330
AFUA_5G07020	AFUB_054580
AFUA_4G09670	AFUB_066780
AFUA_7G04470	AFUB_090010
AFUA_2G17520	AFUB_033210
AFUA_2G04900	AFUB_021930
AFUA_2G03120	AFUB_020180
AFUA_1G05770	AFUB_006160
AFUA_6G13660	AFUB_001080
AFUA_4G13190	AFUB_070080
AFUA_4G00570	AFUB_101120
AFUA_3G08340	AFUB_040760
AFUA_1G09650	AFUB_009100
AFUA_6G03140	AFUB_095150, AFUB_097520
AFUA_5G05790	AFUB_053340
AFUA_5G12330	AFUB_059950
AFUA_8G00590	AFUB_085980
AFUA_3G13640	AFUB_035550
AFUA_2G01890	AFUB_018980
AFUA_1G13170	AFUB_012650
AFUA_7G08360	AFUB_013130
AFUA_6G04930	AFUB_093360
AFUA_8G00595	AFUB_085979
AFUA_4G04460	AFUB_098550
AFUA_4G11000	AFUB_068060
AFUA_2G05770	AFUB_022800
AFUA_2G12310	AFUB_027970
AFUA_1G00560	AFUB_097990
AFUA_1G14960	AFUB_014520
AFUA_6G08810	AFUB_074770
AFUA_6G07030	AFUB_072950
AFUA_4G04465	AFUB_098540
AFUA_5G09680	AFUB_057230
AFUA_5G03600	AFUB_052120
AFUA_8G04480	AFUB_083030
AFUA_3G03130	AFUB_045120
AFUA_6G12330	AFUB_078330
AFUA_1G04440	AFUB_004780
AFUA_1G17060	AFUB_016450
AFUA_5G00580	AFUB_049050
AFUA_4G08350	AFUB_065460
AFUA_7G04930	AFUB_090490
AFUA_2G16200	AFUB_031880
AFUA_5G11000	AFUB_058570
AFUA_2G14960	AFUB_030610
AFUA_2G13180	AFUB_028820
AFUA_2G00560	AFUB_017610
AFUA_6G09680	AFUB_075730
AFUA_3G07020	AFUB_042030
AFUA_3G08800	AFUB_040300
AFUA_6G03600	AFUB_094690
AFUA_3G05780	AFUB_043250
AFUA_3G12320	AFUB_036840
AFUA_1G13630	AFUB_013120
AFUA_5G08350	AFUB_055900
AFUA_4G03140	AFUB_099990
AFUA_2G17070	AFUB_032730
AFUA_2G04450	AFUB_021480
AFUA_6G00590	AFUB_096900
AFUA_4G07020	AFUB_064100
AFUA_8G04940	AFUB_082560
AFUA_3G09670	AFUB_039500
AFUA_6G11010	AFUB_077040
AFUA_1G04900	AFUB_005270
AFUA_1G03120	AFUB_003530
AFUA_1G17520	AFUB_048390, AFUB_016870
AFUA_3G00570	AFUB_047870
AFUA_3G13190	AFUB_036010
AFUA_3G14970	AFUB_034260
AFUA_4G08810	AFUB_065910
AFUA_2G08340	AFUB_024290
AFUA_4G12330	AFUB_069290
AFUA_2G13640	AFUB_029290
AFUA_1G01890	AFUB_002270
AFUA_8G07050	AFUB_080750
AFUA_6G08360	AFUB_074320
AFUA_1G07010	AFUB_007380
AFUA_5G03150	AFUB_051660
AFUA_3G11000	AFUB_079840
AFUA_1G12310	AFUB_011780
AFUA_5G08810	AFUB_056340
AFUA_5G07030	AFUB_054590
AFUA_4G03600	AFUB_099440
AFUA_7G04480	AFUB_090020
AFUA_2G04910	AFUB_021940
AFUA_2G03130	AFUB_020190
AFUA_2G17530	AFUB_033220
AFUA_1G05780	AFUB_006170
AFUA_6G13670	AFUB_001070
AFUA_4G00580	AFUB_101130
AFUA_3G08350	AFUB_040740
AFUA_6G03150	AFUB_095140
AFUA_1G09660	AFUB_009110
AFUA_1G16200	AFUB_015540
AFUA_5G12340	AFUB_059960
AFUA_3G13650	AFUB_035540
AFUA_1G13180	AFUB_012660
AFUA_7G08370	AFUB_044770
AFUA_2G08800	AFUB_024710
AFUA_6G04940	AFUB_093350
AFUA_4G04470	AFUB_098530
AFUA_2G05780	AFUB_022810
AFUA_2G12320	AFUB_027980
AFUA_4G11012	AFUB_068070
AFUA_1G14970	AFUB_014530
AFUA_6G08820	AFUB_074780
AFUA_6G07040	AFUB_072970
AFUA_5G09690	AFUB_057240
AFUA_8G04490	AFUB_083010
AFUA_5G03610	AFUB_052130
AFUA_3G03140	AFUB_045110
AFUA_6G12340	AFUB_078340
AFUA_1G04450	AFUB_004790
AFUA_1G17070	AFUB_016460
AFUA_5G00590	AFUB_049060
AFUA_5G14990	AFUB_079100
AFUA_4G08360	AFUB_065470
AFUA_7G04940	AFUB_090500
AFUA_2G09670	AFUB_025520
AFUA_1G04455	AFUB_004800
AFUA_2G16210	AFUB_031890
AFUA_5G11010	AFUB_058580
AFUA_4G13660	AFUB_070570
AFUA_2G14970	AFUB_030620
AFUA_2G13190	AFUB_028830
AFUA_2G00570	AFUB_017630
AFUA_6G09690	AFUB_075740
AFUA_3G07030	AFUB_042020
AFUA_3G08810	AFUB_040290
AFUA_8G02300	AFUB_084310, AFUB_048360
AFUA_5G12800	AFUB_060470
AFUA_3G05790	AFUB_043240
AFUA_3G12330	AFUB_036830
AFUA_1G13640	AFUB_013130
AFUA_5G08360	AFUB_055910
AFUA_4G03150	AFUB_099980
AFUA_2G17080	AFUB_032740
AFUA_2G04460	AFUB_021490
AFUA_2G11000	AFUB_026770
AFUA_6G07500	AFUB_073470
AFUA_4G07030	AFUB_064120
AFUA_8G04950	AFUB_082550
AFUA_3G09680	AFUB_039490
AFUA_3G03600	AFUB_044620
AFUA_6G12800	AFUB_078800
AFUA_6G11020	AFUB_077050
AFUA_1G04910	AFUB_005280
AFUA_1G03130	AFUB_003540
AFUA_1G17530	AFUB_016880
AFUA_5G13670	AFUB_061380
AFUA_3G00580	AFUB_047860
AFUA_3G14980	AFUB_034250
AFUA_4G08820	AFUB_065920
AFUA_2G08350	AFUB_024300
AFUA_6G04490	AFUB_093810
AFUA_4G12340	AFUB_069300
AFUA_2G13650	AFUB_029300
AFUA_8G07060	AFUB_080740
AFUA_6G08370	AFUB_074330
AFUA_1G08800	AFUB_008160
AFUA_1G07020	AFUB_007390
AFUA_5G03160	AFUB_051670
AFUA_3G11010	AFUB_038130
AFUA_1G12320	AFUB_011790
AFUA_5G08820	AFUB_056350
AFUA_5G07040	AFUB_054600
AFUA_4G03610	AFUB_099430
AFUA_7G04490	AFUB_090030
AFUA_2G17540	AFUB_033230
AFUA_2G04920	AFUB_021950
AFUA_2G03140	AFUB_020200
AFUA_6G13680	AFUB_001060
AFUA_1G05790	AFUB_006180
AFUA_4G00590	AFUB_101140
AFUA_4G03615	AFUB_099420
AFUA_3G08360	AFUB_040730
AFUA_6G03160	AFUB_095130
AFUA_1G09670	AFUB_009120
AFUA_1G16210	AFUB_015550
AFUA_5G12350	AFUB_059970
AFUA_3G13660	AFUB_035530
AFUA_1G13190	AFUB_012670
AFUA_7G02300	AFUB_088860
AFUA_2G08810	AFUB_024720
AFUA_6G04950	AFUB_093340
AFUA_4G04480	AFUB_098520
AFUA_4G12800	AFUB_069720
AFUA_2G05790	AFUB_022820
AFUA_1G13195	AFUB_012680
AFUA_2G12330	AFUB_027990
AFUA_1G00580	AFUB_083510
AFUA_1G14980	AFUB_014540
AFUA_6G08830	AFUB_074790
AFUA_6G07050	AFUB_072980
AFUA_5G03620	AFUB_077560
AFUA_3G03150	AFUB_045100
AFUA_6G12350	AFUB_078350
AFUA_1G04460	AFUB_004810
AFUA_1G17080	AFUB_016470
AFUA_6G07055	AFUB_072990
AFUA_1G11000	AFUB_010420
AFUA_5G07500	AFUB_055050
AFUA_4G08370	AFUB_065480
AFUA_7G04950	AFUB_090510
AFUA_2G09680	AFUB_025530
AFUA_2G16220	AFUB_031900
AFUA_2G03600	AFUB_020680
AFUA_5G11020	AFUB_058590
AFUA_4G13670	AFUB_070580
AFUA_2G14980	AFUB_030630
AFUA_2G00580	AFUB_017640
AFUA_3G07040	AFUB_042010
AFUA_3G08820	AFUB_040280
AFUA_8G02310	AFUB_084300
AFUA_6G03620	AFUB_094680
AFUA_5G12810	AFUB_060480
AFUA_3G12340	AFUB_036820, AFUB_066520
AFUA_8G02315	AFUB_084290
AFUA_1G13650	AFUB_013140
AFUA_5G08370	AFUB_055920
AFUA_4G03160	AFUB_099970
AFUA_2G17090	AFUB_032750
AFUA_2G04470	AFUB_021500
AFUA_2G11010	AFUB_026780
AFUA_8G06200	AFUB_097470, AFUB_078840
AFUA_4G07040	AFUB_064130
AFUA_8G04960	AFUB_082540
AFUA_3G09690	AFUB_039480
AFUA_3G03610	AFUB_044610
AFUA_6G11030	AFUB_077060
AFUA_1G04920	AFUB_005290
AFUA_1G03140	AFUB_003550
AFUA_1G17540	AFUB_016890
AFUA_5G13680	AFUB_061390
AFUA_3G00590	AFUB_047850
AFUA_3G14990	AFUB_034240
AFUA_1G17542	AFUB_016900
AFUA_4G08830	AFUB_065930
AFUA_2G08360	AFUB_047540, AFUB_024310
AFUA_4G12350	AFUB_069310
AFUA_2G13660	AFUB_029310
AFUA_8G07070	AFUB_080730
AFUA_6G08380	AFUB_074340
AFUA_6G02300	AFUB_096030
AFUA_1G08810	AFUB_008170
AFUA_1G07030	AFUB_007400
AFUA_5G03170	AFUB_051680
AFUA_3G11020	AFUB_038120
AFUA_3G12800	AFUB_036370
AFUA_5G08830	AFUB_056360
AFUA_5G07050	AFUB_054610
AFUA_1G12332	AFUB_011800
AFUA_4G03620	AFUB_099410
AFUA_2G17550	AFUB_033240
AFUA_2G04930	AFUB_021960
AFUA_2G03150	AFUB_020210
AFUA_6G13690	AFUB_001050
AFUA_4G07500	AFUB_064590
AFUA_3G08370	AFUB_040720
AFUA_2G03155	AFUB_020220
AFUA_1G09680	AFUB_009130
AFUA_1G03600	AFUB_004010
AFUA_1G16220	AFUB_015560
AFUA_5G12360	AFUB_060030
AFUA_3G13670	AFUB_035520
AFUA_7G02310	AFUB_088870
AFUA_2G08820	AFUB_024730
AFUA_6G04960	AFUB_093330
AFUA_4G12810	AFUB_069730
AFUA_2G12340	AFUB_028000
AFUA_1G00590	AFUB_083520
AFUA_1G14990	AFUB_014550
AFUA_6G08840	AFUB_074800
AFUA_6G07060	AFUB_073000
AFUA_5G03630	AFUB_052140
AFUA_3G03160	AFUB_045090
AFUA_6G12360	AFUB_078360
AFUA_1G17090	AFUB_016480
AFUA_1G04470	AFUB_004820
AFUA_1G11010	AFUB_010430
AFUA_7G06200	AFUB_091770
AFUA_5G07510	AFUB_055060
AFUA_4G08380	AFUB_065490
AFUA_7G04960	AFUB_090520
AFUA_2G09690	AFUB_025540
AFUA_2G16230	AFUB_031910
AFUA_2G03610	AFUB_020690
AFUA_5G11030	AFUB_058600
AFUA_4G13680	AFUB_070590
AFUA_2G00590	AFUB_017650
AFUA_2G14990	AFUB_030640
AFUA_3G07050	AFUB_042000
AFUA_3G08830	AFUB_040270
AFUA_8G02320	AFUB_084280
AFUA_6G03630	AFUB_094670
AFUA_5G12820	AFUB_060490
AFUA_3G12350	AFUB_036810
AFUA_1G13660	AFUB_013150
AFUA_5G08380	AFUB_055930
AFUA_2G07500	AFUB_023550
AFUA_5G02300	AFUB_050830
AFUA_4G03170	AFUB_099960
AFUA_2G04480	AFUB_021510
AFUA_2G12800	AFUB_028430
AFUA_2G11020	AFUB_026790
AFUA_6G07520	AFUB_073480
AFUA_4G07050	AFUB_064140
AFUA_8G04970	AFUB_082530
AFUA_3G03620	AFUB_044600
AFUA_6G11040	AFUB_077070
AFUA_1G04930	AFUB_005300
AFUA_1G03150	AFUB_003560
AFUA_1G17550	AFUB_016930
AFUA_6G12820	AFUB_078810
AFUA_5G13690	AFUB_061410
AFUA_4G08840	AFUB_065940
AFUA_7G03640	AFUB_089170
AFUA_2G08370	AFUB_024320
AFUA_4G12360	AFUB_069320
AFUA_8G07080	AFUB_080720
AFUA_8G01000	AFUB_085590
AFUA_6G08390	AFUB_074350
AFUA_3G07510	AFUB_041610
AFUA_1G07040	AFUB_007410
AFUA_1G08820	AFUB_008230
AFUA_5G03180	AFUB_051690
AFUA_3G11030	AFUB_038110
AFUA_3G12810	AFUB_036360
AFUA_1G12340	AFUB_011810
AFUA_5G08840	AFUB_056370
AFUA_5G07060	AFUB_054620
AFUA_4G03630	AFUB_099400
AFUA_2G17560	AFUB_033250
AFUA_2G04940	AFUB_021970
AFUA_2G03160	AFUB_020230
AFUA_4G07510	AFUB_064600
AFUA_3G08380	AFUB_040710
AFUA_6G03180	AFUB_095120
AFUA_3G02300	AFUB_046030
AFUA_1G09690	AFUB_009140
AFUA_6G11500	AFUB_077510
AFUA_1G03610	AFUB_004020
AFUA_1G16230	AFUB_015570
AFUA_5G12370	AFUB_060040
AFUA_3G13680	AFUB_035510
AFUA_7G02320	AFUB_088900
AFUA_2G08830	AFUB_024740
AFUA_6G04970	AFUB_093320
AFUA_4G11040	AFUB_068080
AFUA_2G12350	AFUB_028010
AFUA_6G08850	AFUB_074810
AFUA_6G07070	AFUB_073010
AFUA_1G07500	AFUB_007820
AFUA_5G03640	AFUB_052150
AFUA_3G03170	AFUB_045080
AFUA_6G12370	AFUB_078370
AFUA_1G04480	AFUB_004830
AFUA_1G12800	AFUB_012270
AFUA_1G11020	AFUB_010440
AFUA_7G06210	AFUB_091780
AFUA_5G07520	AFUB_055070
AFUA_4G08390	AFUB_065500
AFUA_7G04970	AFUB_090530
AFUA_2G16240	AFUB_031920
AFUA_2G03620	AFUB_020700
AFUA_5G11040	AFUB_058610
AFUA_4G13690	AFUB_070600
AFUA_8G02330	AFUB_084270
AFUA_3G08840	AFUB_040260
AFUA_6G03640	AFUB_094660
AFUA_5G12830	AFUB_060500
AFUA_3G12360	AFUB_036800
AFUA_8G02335	AFUB_084260
AFUA_1G13670	AFUB_013160
AFUA_5G08390	AFUB_055940
AFUA_2G07510	AFUB_023560
AFUA_7G01000	AFUB_087580
AFUA_5G02310	AFUB_050840
AFUA_4G03180	AFUB_099950
AFUA_4G11500	AFUB_068520
AFUA_2G04490	AFUB_021520
AFUA_2G12810	AFUB_028440
AFUA_2G11030	AFUB_026800
AFUA_6G07530	AFUB_073490
AFUA_4G07060	AFUB_064150
AFUA_8G04980	AFUB_082520
AFUA_3G03630	AFUB_044590
AFUA_6G12830	AFUB_001900
AFUA_1G04940	AFUB_005310
AFUA_1G03160	AFUB_003570
AFUA_1G17560	AFUB_016940
AFUA_4G08850	AFUB_065950
AFUA_7G03650	AFUB_089180
AFUA_2G08380	AFUB_024330
AFUA_2G16700	AFUB_032370
AFUA_2G02300	AFUB_019390
AFUA_5G11500	AFUB_059070
AFUA_4G12370	AFUB_069330
AFUA_2G13680	AFUB_029320
AFUA_8G07090	AFUB_080710
AFUA_8G01010	AFUB_085580
AFUA_3G07520	AFUB_041600
AFUA_1G08830	AFUB_008240
AFUA_1G07050	AFUB_007420
AFUA_3G11040	AFUB_038100
AFUA_3G12820	AFUB_036350
AFUA_1G12350	AFUB_011820
AFUA_5G08850	AFUB_056380
AFUA_5G07070	AFUB_054630
AFUA_5G03195	AFUB_051710
AFUA_4G03640	AFUB_099390
AFUA_2G04950	AFUB_021980
AFUA_2G03170	AFUB_020240
AFUA_4G03645	AFUB_099380
AFUA_4G07520	AFUB_064610
AFUA_3G08390	AFUB_040700
AFUA_6G03190	AFUB_095110
AFUA_3G02310	AFUB_046020
AFUA_6G11510	AFUB_077520
AFUA_1G03620	AFUB_004030
AFUA_1G16240	AFUB_015580
AFUA_5G12380	AFUB_060050
AFUA_3G13690	AFUB_035500
AFUA_2G08840	AFUB_024750
AFUA_6G04980	AFUB_093310
AFUA_4G12830	AFUB_069740
AFUA_4G11050	AFUB_068090
AFUA_2G12360	AFUB_028020
AFUA_6G08860	AFUB_074820
AFUA_6G07080	AFUB_073020
AFUA_1G07510	AFUB_007830
AFUA_5G03650	AFUB_052160
AFUA_3G03180	AFUB_045070
AFUA_6G12380	AFUB_078380
AFUA_1G04490	AFUB_004840
AFUA_3G11500	AFUB_037670, AFUB_087730, AFUB_080080
AFUA_1G12810	AFUB_012280
AFUA_1G11030	AFUB_010450
AFUA_7G06220	AFUB_091790
AFUA_5G07530	AFUB_055080
AFUA_7G04980	AFUB_090540, AFUB_079910
AFUA_2G16250	AFUB_031930
AFUA_2G03630	AFUB_020710
AFUA_5G11050	AFUB_058620
AFUA_4G06200	AFUB_063320
AFUA_8G02340	AFUB_084250
AFUA_3G07070	AFUB_041980
AFUA_3G08850	AFUB_040250
AFUA_1G02300	AFUB_002690
AFUA_1G16700	AFUB_016080
AFUA_5G12840	AFUB_060510
AFUA_3G12370	AFUB_036790
AFUA_1G13680	AFUB_013170
AFUA_2G07520	AFUB_023570
AFUA_7G01010	AFUB_087590
AFUA_5G02320	AFUB_050850
AFUA_4G03190	AFUB_099940
AFUA_4G11510	AFUB_068530
AFUA_2G12820	AFUB_028450
AFUA_2G11040	AFUB_054260
AFUA_8G06230	AFUB_078870
AFUA_6G07540	AFUB_073500
AFUA_4G07070	AFUB_064160
AFUA_8G04990	AFUB_082510
AFUA_3G03640	AFUB_044500
AFUA_6G11060	AFUB_077080
AFUA_1G04950	AFUB_005320
AFUA_1G03170	AFUB_003580
AFUA_1G17570	AFUB_016950
AFUA_6G12840	AFUB_001890
AFUA_5G06210	AFUB_053750
AFUA_4G08860	AFUB_065960
AFUA_2G08390	AFUB_024340
AFUA_7G03660	AFUB_089190
AFUA_2G16710	AFUB_032380
AFUA_2G02310	AFUB_019400
AFUA_5G11510	AFUB_059080
AFUA_4G12380	AFUB_069340
AFUA_2G13690	AFUB_029330
AFUA_8G01020	AFUB_085570
AFUA_8G02800	AFUB_083790
AFUA_3G07530	AFUB_041590
AFUA_6G02330	AFUB_096010
AFUA_1G08840	AFUB_008250
AFUA_3G11050	AFUB_038090
AFUA_3G12830	AFUB_036340
AFUA_1G12360	AFUB_011830
AFUA_5G08860	AFUB_056390
AFUA_5G07080	AFUB_054640
AFUA_2G06200	AFUB_023280
AFUA_5G01000	AFUB_049440
AFUA_4G03650	AFUB_099370
AFUA_2G17580	AFUB_033270
AFUA_2G04960	AFUB_021990
AFUA_2G03180	AFUB_020250
AFUA_2G11500	AFUB_027250
AFUA_2G06205	AFUB_023290
AFUA_5G01005	AFUB_049450
AFUA_4G07530	AFUB_064620
